HexID,slow_chargers,slow_footprint,slow_capacity_kWh_slot,medium_chargers,medium_footprint,medium_capacity_kWh_slot,fast_chargers,fast_footprint,fast_capacity_kWh_slot,PV_panels,Battery_units,Total_charger_footprint,Total_public_capacity_kWh_slot
195,0.0,0.0,0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
196,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
197,-0.0,-0.0,-0.0,2.0,10.0,22.0,-0.0,-0.0,-0.0,70.0,5.0,10.0,22.0
198,-0.0,-0.0,-0.0,5.0,25.0,55.0,0.0,0.0,0.0,359.0,10.0,25.0,55.0
199,0.0,0.0,0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
200,-0.0,-0.0,-0.0,8.0,40.0,88.0,0.0,0.0,0.0,248.0,7.0,40.0,88.0
201,-0.0,-0.0,-0.0,3.0,15.0,33.0,1.0,150.0,25.0,291.0,9.0,165.0,58.0
202,-0.0,-0.0,-0.0,3.0,15.0,33.0,2.0,300.0,50.0,351.0,14.0,315.0,83.0
203,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
204,-0.0,-0.0,-0.0,5.0,25.0,55.0,0.0,0.0,0.0,102.0,7.0,25.0,55.0
205,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,43.0,2.0,10.0,22.0
206,-0.0,-0.0,-0.0,7.0,35.0,77.0,1.0,150.0,25.0,469.0,10.0,185.0,102.0
207,-0.0,-0.0,-0.0,8.0,40.0,88.0,0.0,0.0,0.0,137.0,7.0,40.0,88.0
208,-0.0,-0.0,-0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
209,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
210,-0.0,-0.0,-0.0,1.0,5.0,11.0,1.0,150.0,25.0,134.0,8.0,155.0,36.0
211,0.0,0.0,0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,-0.0,-0.0,-0.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0
215,-0.0,-0.0,-0.0,4.0,20.0,44.0,1.0,150.0,25.0,124.0,9.0,170.0,69.0
216,-0.0,-0.0,-0.0,6.0,30.0,66.0,0.0,0.0,0.0,162.0,5.0,30.0,66.0
217,-0.0,-0.0,-0.0,8.0,40.0,88.0,0.0,0.0,0.0,354.0,7.0,40.0,88.0
218,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,19.0,2.0,20.0,44.0
219,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,262.0,6.0,20.0,44.0
220,-0.0,-0.0,-0.0,6.0,30.0,66.0,1.0,150.0,25.0,381.0,10.0,180.0,91.0
221,-0.0,-0.0,-0.0,5.0,25.0,55.0,0.0,0.0,0.0,269.0,9.0,25.0,55.0
222,4.0,4.0,22.0,3.0,15.0,33.0,1.0,150.0,25.0,215.0,5.0,169.0,80.0
223,-0.0,-0.0,-0.0,3.0,15.0,33.0,1.0,150.0,25.0,207.0,7.0,165.0,58.0
224,-0.0,-0.0,-0.0,3.0,15.0,33.0,2.0,300.0,50.0,519.0,8.0,315.0,83.0
225,-0.0,-0.0,-0.0,13.0,65.0,143.0,2.0,300.0,50.0,481.0,17.0,365.0,193.0
226,-0.0,-0.0,-0.0,2.0,10.0,22.0,-0.0,-0.0,-0.0,81.0,6.0,10.0,22.0
227,1.0,1.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5
228,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0
229,-0.0,-0.0,-0.0,3.0,15.0,33.0,0.0,0.0,0.0,126.0,3.0,15.0,33.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,4.0,4.0,22.0,2.0,10.0,22.0,1.0,150.0,25.0,171.0,10.0,164.0,69.0
232,-0.0,-0.0,-0.0,4.0,20.0,44.0,0.0,0.0,0.0,70.0,3.0,20.0,44.0
233,1.0,1.0,5.5,5.0,25.0,55.0,0.0,0.0,0.0,274.0,4.0,26.0,60.5
234,-0.0,-0.0,-0.0,9.0,45.0,99.0,0.0,0.0,0.0,295.0,10.0,45.0,99.0
235,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0
236,0.0,0.0,0.0,9.0,45.0,99.0,1.0,150.0,25.0,314.0,6.0,195.0,124.0
237,-0.0,-0.0,-0.0,9.0,45.0,99.0,1.0,150.0,25.0,353.0,18.0,195.0,124.0
238,-0.0,-0.0,-0.0,10.0,50.0,110.0,1.0,150.0,25.0,618.0,16.0,200.0,135.0
239,-0.0,-0.0,-0.0,4.0,20.0,44.0,2.0,300.0,50.0,431.0,14.0,320.0,94.0
240,-0.0,-0.0,-0.0,7.0,35.0,77.0,0.0,0.0,0.0,246.0,10.0,35.0,77.0
